City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
291,Buraydah,SA,2022-12-07 20:59:55,26.326,43.975,61.25,60,71,9.95
292,Hornepayne,CA,2022-12-07 21:01:14,49.2138,-84.7705,3.79,79,100,7.34
293,Brownsville,US,2022-12-07 20:57:47,25.9018,-97.4975,84.09,80,75,13.8
294,Cabog,PH,2022-12-07 21:01:18,15.3153,121.3703,76.75,90,95,7.18
295,Grindavik,IS,2022-12-07 21:01:19,63.8424,-22.4338,28.87,80,20,6.91
296,Matara,LK,2022-12-07 21:01:23,5.9485,80.5353,77.36,75,100,13.69
297,Corrales,US,2022-12-07 20:57:36,35.2378,-106.6067,59.86,49,75,14.0
298,Opuwo,NA,2022-12-07 21:01:28,-18.0607,13.84,68.85,23,0,9.55
299,Kokkola,FI,2022-12-07 21:01:31,63.8385,23.1307,22.93,92,0,2.3
300,Asfi,MA,2022-12-07 21:01:32,32.2994,-9.2372,65.88,74,100,23.55
301,Pundaguitan,PH,2022-12-07 21:01:35,6.3711,126.1689,80.53,80,100,10.63
302,Mahebourg,MU,2022-12-07 21:01:35,-20.4081,57.7,76.24,82,36,17.65
303,Maxixe,MZ,2022-12-07 21:01:36,-23.8597,35.3472,76.39,88,25,6.85
304,Antofagasta,CL,2022-12-07 20:57:05,-23.65,-70.4,69.08,72,28,6.04
305,Sorland,NO,2022-12-07 21:01:36,67.667,12.6934,37.45,54,97,12.88
306,Kloulklubed,PW,2022-12-07 21:01:37,7.0419,134.2556,78.89,82,99,3.38
307,Kaitong,CN,2022-12-07 21:01:37,44.8135,123.15,14.2,71,17,6.96
308,Qaqortoq,GL,2022-12-07 21:01:38,60.7167,-46.0333,24.4,73,97,4.83
309,Longyearbyen,SJ,2022-12-07 21:01:38,78.2186,15.6401,22.84,68,40,12.66
310,Waddan,LY,2022-12-07 21:01:38,29.1614,16.139,69.93,21,100,6.67
311,Odweyne,SO,2022-12-07 21:01:39,9.4092,45.064,69.58,58,64,4.12
312,Peace River,CA,2022-12-07 21:01:39,56.2501,-117.286,14.41,83,100,2.39
313,Andenes,NO,2022-12-07 21:01:40,69.3143,16.1194,33.78,64,0,18.41
314,Tautira,PF,2022-12-07 21:01:40,-17.7333,-149.15,78.94,83,87,18.3
315,Sitka,US,2022-12-07 20:58:53,57.0531,-135.33,38.98,92,100,9.53
316,Pereslavl-Zalesskiy,RU,2022-12-07 21:01:41,56.7393,38.8563,14.58,78,1,14.94
317,Kavaratti,IN,2022-12-07 21:01:41,10.5669,72.642,81.57,71,100,5.3
318,Barabinsk,RU,2022-12-07 21:01:42,55.3571,78.357,-3.19,99,97,6.8
319,Lewiston,US,2022-12-07 21:01:42,44.1003,-70.2148,51.33,97,100,6.62
320,Palencia,ES,2022-12-07 21:02:42,42.4167,-4.5,45.91,86,68,3.74
321,Bundaberg,AU,2022-12-07 21:02:43,-24.85,152.35,77.22,98,19,1.99
322,Havoysund,NO,2022-12-07 21:02:43,70.9963,24.6622,35.83,84,98,22.66
323,Dali,CN,2022-12-07 21:02:44,25.7,100.1833,42.55,77,22,3.13
324,Suicheng,CN,2022-12-07 21:02:44,33.8963,117.9331,49.98,55,100,5.59
325,Oswego,US,2022-12-07 21:02:44,43.4501,-76.1497,48.15,99,100,4.0
326,Matagami,CA,2022-12-07 21:02:45,49.7502,-77.6328,20.5,93,100,8.1
327,Hollister,US,2022-12-07 20:57:56,36.8525,-121.4016,57.0,71,0,0.0
328,Peniche,PT,2022-12-07 21:02:08,39.3558,-9.3811,59.56,96,100,20.27
329,Umea,SE,2022-12-07 21:02:45,63.8284,20.2597,4.93,85,0,3.44
330,Casas Grandes,MX,2022-12-07 21:02:46,30.3667,-107.95,59.45,63,85,11.56
331,Zhangjiakou,CN,2022-12-07 21:02:46,40.81,114.8794,24.06,69,83,4.52
332,Richards Bay,ZA,2022-12-07 21:02:47,-28.783,32.0377,74.62,88,33,11.54
333,Carnarvon,AU,2022-12-07 21:02:47,-24.8667,113.6333,70.32,65,57,14.38
334,Vila,PT,2022-12-07 21:02:47,42.0304,-8.1588,49.08,74,100,7.09
335,Besikduzu,TR,2022-12-07 21:02:48,41.052,39.2284,49.89,63,29,6.29
336,Hambantota,LK,2022-12-07 21:02:48,6.1241,81.1185,76.32,78,100,6.78
337,Pisco,PE,2022-12-07 21:02:49,-13.7,-76.2167,68.02,83,95,9.75
338,Nyurba,RU,2022-12-07 21:02:49,63.2842,118.3319,-33.47,100,94,2.89
339,Mercedes,AR,2022-12-07 21:02:49,-34.6515,-59.4307,102.72,12,51,14.76
340,Samarai,PG,2022-12-07 21:02:50,-10.6167,150.6667,81.97,77,100,3.06
341,Manavgat,TR,2022-12-07 21:02:50,36.7867,31.4431,58.96,76,100,6.42
342,Santa Lucia,ES,2022-12-07 21:02:50,27.9117,-15.5407,63.72,88,40,23.02
343,Guanica,PR,2022-12-07 21:02:51,17.9716,-66.908,82.13,64,27,11.54
344,Opunake,NZ,2022-12-07 21:02:51,-39.4556,173.8583,62.85,55,100,2.98
345,Maceio,BR,2022-12-07 21:00:28,-9.6658,-35.7353,78.24,83,20,6.91
346,Port Lincoln,AU,2022-12-07 21:00:48,-34.7333,135.8667,56.59,59,6,10.71
347,Westport,US,2022-12-07 21:02:52,41.1415,-73.3579,58.77,92,100,4.61
348,Port Hawkesbury,CA,2022-12-07 21:02:52,45.6169,-61.3485,43.18,99,100,13.0
349,Havelock,US,2022-12-07 21:02:53,34.8791,-76.9013,72.97,80,68,3.0
350,Alofi,NU,2022-12-07 21:02:53,-19.0595,-169.9187,80.76,77,100,15.57
351,Santa Rosa,PH,2022-12-07 21:02:53,14.3122,121.1114,78.12,88,88,6.85
352,Balvi,LV,2022-12-07 21:02:54,57.1313,27.2658,25.75,95,100,11.23
353,Zhanakorgan,KZ,2022-12-07 21:02:54,43.9098,67.2495,10.09,91,5,6.2
354,Bogovarovo,RU,2022-12-07 21:02:55,58.9785,47.0246,11.82,85,99,7.58
355,Cuamba,MZ,2022-12-07 21:02:55,-14.8031,36.5372,69.98,95,100,3.47
356,Tupancireta,BR,2022-12-07 20:58:06,-29.0806,-53.8358,88.0,38,11,11.77
357,Martapura,ID,2022-12-07 21:02:56,-3.4167,114.85,75.29,100,100,4.61
358,High Rock,BS,2022-12-07 21:02:56,26.6208,-78.2833,75.4,63,3,15.39
359,Mount Darwin,ZW,2022-12-07 21:02:56,-16.7725,31.5838,68.97,83,59,4.76
360,Lata,PT,2022-12-07 21:02:57,40.1629,-8.3327,58.08,93,100,7.83
361,Canaries,ES,2022-12-07 21:02:57,28.0,-15.5,64.36,88,40,23.02
362,Zhongxing,CN,2022-12-07 21:02:57,33.7039,118.6792,50.05,66,100,5.73
363,Huarmey,PE,2022-12-07 21:02:58,-10.0681,-78.1522,70.21,75,18,9.82
364,Isangel,VU,2022-12-07 21:02:58,-19.55,169.2667,82.87,71,87,4.27
365,Coihaique,CL,2022-12-07 21:02:59,-45.5752,-72.0662,52.72,92,95,4.5
366,Varhaug,NO,2022-12-07 21:03:59,58.6147,5.6457,28.89,64,27,10.54
367,Torit,SS,2022-12-07 21:04:00,4.4133,32.5678,77.31,58,25,1.57
368,Krasnik,PL,2022-12-07 21:04:00,50.9236,22.2271,34.29,90,99,13.69
369,Vila Velha,BR,2022-12-07 21:00:51,-20.3297,-40.2925,72.95,94,100,5.99
370,San Policarpo,PH,2022-12-07 21:04:01,12.1791,125.5072,78.49,87,100,11.18
371,Antalaha,MG,2022-12-07 21:04:01,-14.9003,50.2788,72.43,89,5,7.49
372,Phan Thiet,VN,2022-12-07 20:59:52,10.9333,108.1,73.71,90,100,7.18
373,Maragogi,BR,2022-12-07 21:04:02,-9.0122,-35.2225,78.17,80,64,8.41
374,Nosy Varika,MG,2022-12-07 21:04:03,-20.5833,48.5333,74.62,88,97,5.64
375,Keningau,MY,2022-12-07 21:04:04,5.3378,116.1602,70.74,99,98,1.61
376,Polis,CY,2022-12-07 21:04:05,35.0367,32.4264,55.22,72,97,1.92
377,Carballo,ES,2022-12-07 21:04:06,43.213,-8.691,55.09,84,100,4.85
378,Pauini,BR,2022-12-07 21:04:06,-7.7136,-66.9764,81.84,76,100,2.46
379,Inegol,TR,2022-12-07 21:04:08,40.0781,29.5133,36.68,71,96,4.14
380,Laguna,US,2022-12-07 21:04:10,38.421,-121.4238,59.29,61,0,0.0
381,Los Llanos De Aridane,ES,2022-12-07 21:04:11,28.6585,-17.9182,67.75,93,20,4.61
382,Kodiak,US,2022-12-07 21:04:11,57.79,-152.4072,31.51,51,20,23.02
383,Chicama,PE,2022-12-07 21:04:12,-7.8447,-79.1469,68.54,62,12,9.42
384,San Quintin,MX,2022-12-07 21:04:13,30.4833,-115.95,62.98,51,37,15.26
385,Gushikawa,JP,2022-12-07 21:04:13,26.3544,127.8686,67.23,72,75,9.22
386,Goderich,CA,2022-12-07 21:00:47,43.7501,-81.7165,42.91,86,12,10.47
387,Lebowakgomo,ZA,2022-12-07 21:04:14,-24.2,29.5,55.85,75,94,5.77
388,Challapata,BO,2022-12-07 21:04:15,-18.9,-66.7667,54.84,50,100,10.22
389,Kirakira,SB,2022-12-07 21:04:16,-10.4544,161.9205,82.22,77,99,4.47
390,Pyapon,MM,2022-12-07 21:04:16,16.2833,95.6833,75.38,82,90,3.31
391,Lorengau,PG,2022-12-07 21:04:17,-2.0226,147.2712,80.22,81,97,6.73
392,Beian,NO,2022-12-07 21:04:18,63.6559,9.5683,37.49,70,75,16.11
393,Lilongwe,MW,2022-12-07 21:00:17,-13.9669,33.7873,70.45,75,80,3.76
394,Kazanskaya,RU,2022-12-07 21:04:19,45.4106,40.4361,31.14,79,85,11.83
395,Kushmurun,KZ,2022-12-07 21:04:20,52.4503,64.6311,-7.47,99,96,3.13
396,Balaipungut,ID,2022-12-07 21:04:22,1.05,101.2833,73.06,97,95,3.18
397,Iqaluit,CA,2022-12-07 21:04:23,63.7506,-68.5145,2.64,87,100,1.59
398,Menzelinsk,RU,2022-12-07 21:04:24,55.7271,53.1026,-3.48,95,16,5.1
399,Tiarei,PF,2022-12-07 21:04:25,-17.5333,-149.3333,84.22,82,76,18.5
400,Curaca,BR,2022-12-07 21:04:28,-8.9903,-39.9094,86.09,43,81,13.04
401,Te Anau,NZ,2022-12-07 21:04:28,-45.4167,167.7167,55.62,87,100,3.71
402,Mae Sai,TH,2022-12-07 21:04:29,20.4335,99.8762,66.13,99,41,0.83
403,Mangai,CD,2022-12-07 21:04:30,-4.05,19.5333,67.15,99,100,1.01
404,Narrabri,AU,2022-12-07 21:04:30,-30.3167,149.7833,70.52,62,0,1.99
405,Mecca,SA,2022-12-07 21:04:30,21.4267,39.8261,74.73,55,0,6.17
406,Viedma,AR,2022-12-07 21:00:46,-40.8135,-62.9967,88.25,19,99,14.47
407,Baruun-Urt,MN,2022-12-07 21:04:31,46.6806,113.2792,0.32,90,7,7.78
408,Ati,TD,2022-12-07 21:04:31,13.2154,18.3353,70.59,16,1,10.85
409,Sao Jose Da Coroa Grande,BR,2022-12-07 21:04:32,-8.8978,-35.1478,78.51,78,49,8.61
410,Ostersund,SE,2022-12-07 21:04:32,63.1792,14.6357,25.25,93,100,11.5
411,Antequera,ES,2022-12-07 21:04:32,37.0194,-4.5612,54.95,91,97,6.55
412,Ucluelet,CA,2022-12-07 21:00:49,48.9329,-125.5528,43.09,91,100,1.99
413,Half Moon Bay,US,2022-12-07 21:03:01,37.4636,-122.4286,60.8,75,20,3.44
414,Izyaslav,UA,2022-12-07 21:04:33,50.1195,26.8213,32.11,96,94,6.4
415,Nanortalik,GL,2022-12-07 21:05:34,60.1432,-45.2371,27.19,78,98,7.29
416,Ahuimanu,US,2022-12-07 21:05:34,21.4447,-157.8378,82.11,76,75,17.27
417,Lianzhou,CN,2022-12-07 21:05:34,24.7811,112.3825,49.3,89,100,3.47
418,Les Cayes,HT,2022-12-07 21:05:35,18.2,-73.75,81.84,53,0,14.58
419,Sakakah,SA,2022-12-07 21:05:35,29.9697,40.2064,57.07,66,0,7.72
420,Santiago De Chuco,PE,2022-12-07 21:05:35,-8.15,-78.1833,57.94,59,79,6.15
421,Ikskile,LV,2022-12-07 21:05:36,56.8333,24.5,28.08,97,100,7.81
422,Fomboni,KM,2022-12-07 21:05:36,-12.28,43.7425,80.22,75,4,5.53
423,Bahia Blanca,AR,2022-12-07 21:01:29,-38.7196,-62.2724,80.02,53,62,11.77
424,Porto Velho,BR,2022-12-07 21:05:37,-8.7619,-63.9039,89.65,58,20,3.44
425,Marsa Matruh,EG,2022-12-07 21:05:37,31.3525,27.2453,63.43,51,5,14.09
426,Sarlat-La-Caneda,FR,2022-12-07 21:05:38,44.889,1.2166,36.34,84,64,1.97
427,Itarema,BR,2022-12-07 21:05:38,-2.9248,-39.9167,80.47,77,65,15.41
428,Nador,MA,2022-12-07 21:05:39,35.174,-2.9287,61.05,82,0,1.14
429,Pafos,CY,2022-12-07 21:05:39,34.7667,32.4167,55.18,76,20,6.91
430,Kruisfontein,ZA,2022-12-07 21:05:39,-34.0033,24.7314,68.88,77,77,10.71
431,Atambua,ID,2022-12-07 21:05:40,-9.1061,124.8925,72.3,78,59,3.09
432,Hualmay,PE,2022-12-07 21:05:40,-11.0964,-77.6139,70.0,75,47,10.67
433,Timizart,DZ,2022-12-07 21:05:41,36.8,4.2667,53.85,79,8,4.81
434,Lasa,IT,2022-12-07 21:05:41,46.6166,10.7002,28.36,77,33,1.48
435,Panjab,AF,2022-12-07 21:05:41,34.388,67.0233,29.77,83,100,4.76
436,Ancud,CL,2022-12-07 21:05:42,-41.8697,-73.8203,59.95,81,51,19.6
437,Verkhniy Landekh,RU,2022-12-07 21:05:43,56.8389,42.5994,11.88,86,17,9.57
438,Katsuura,JP,2022-12-07 21:05:43,35.1333,140.3,50.45,68,0,3.8
439,Elat,IL,2022-12-07 21:04:47,29.5581,34.9482,60.64,63,0,4.61
440,Surt,LY,2022-12-07 21:05:43,31.2089,16.5887,69.87,44,41,14.7
441,Eureka,US,2022-12-07 21:05:44,40.8021,-124.1637,57.2,74,0,1.99
442,Zemio,CF,2022-12-07 21:05:44,5.0314,25.1361,73.85,47,88,1.01
443,Talnakh,RU,2022-12-07 21:05:45,69.4865,88.3972,-13.04,100,79,6.78
444,Kendari,ID,2022-12-07 21:05:45,-3.945,122.4989,73.69,93,65,2.8
445,Mujiayingzi,CN,2022-12-07 21:05:46,42.1167,118.7833,18.03,48,28,5.88
446,Boguchany,RU,2022-12-07 21:05:46,58.3814,97.4531,8.92,92,100,11.5
447,Buzuluk,RU,2022-12-07 21:05:47,52.7807,52.2635,1.94,95,26,2.15
448,Marathon,US,2022-12-07 21:05:47,44.9,-89.7668,26.13,79,100,8.05
449,Provost,CA,2022-12-07 21:00:48,52.3501,-110.2683,16.38,85,21,7.9
450,Northam,GB,2022-12-07 21:05:48,51.0333,-4.2167,39.25,73,12,7.81
451,Pierre,US,2022-12-07 21:05:48,44.3683,-100.351,18.52,67,75,10.36
452,Abong Mbang,CM,2022-12-07 21:05:49,3.9833,13.1833,70.38,78,99,4.25
453,Pervomayskiy,RU,2022-12-07 21:05:49,53.2485,40.2871,16.47,57,0,16.4
454,Tifton,US,2022-12-07 21:04:24,31.4505,-83.5085,78.76,75,26,6.89
455,Morant Bay,JM,2022-12-07 21:05:50,17.8815,-76.4093,77.38,76,53,14.94
456,Whitehorse,CA,2022-12-07 21:05:50,60.7161,-135.0538,25.11,92,100,20.0
457,Luganville,VU,2022-12-07 21:05:51,-15.5333,167.1667,84.76,70,75,7.65
458,Camacha,PT,2022-12-07 21:05:51,33.0833,-16.3333,63.82,63,20,20.71
459,Sistranda,NO,2022-12-07 21:05:51,63.7256,8.834,37.36,55,100,16.02
460,Kimbe,PG,2022-12-07 21:05:52,-5.5502,150.1429,77.99,89,79,1.77
461,Elko,US,2022-12-07 21:05:52,41.0002,-115.5012,19.63,88,84,1.01
462,Santa Cruz,BO,2022-12-07 21:04:42,-17.8,-63.1667,91.45,49,40,14.97
463,Taoudenni,ML,2022-12-07 21:06:53,22.6783,-3.9836,83.17,12,100,3.69
464,Coxim,BR,2022-12-07 21:06:53,-18.5067,-54.76,85.57,58,97,3.22
465,Altamira,BR,2022-12-07 21:06:53,-3.2033,-52.2064,88.48,47,33,3.47
466,Talara,PE,2022-12-07 21:06:54,-4.5772,-81.2719,79.56,53,0,18.41
467,Ust-Nera,RU,2022-12-07 21:06:54,64.5667,143.2,-35.59,98,100,4.21
468,Darnah,LY,2022-12-07 21:06:55,32.767,22.6367,65.41,65,5,6.55
469,Mitu,CO,2022-12-07 21:06:55,1.1983,-70.1733,75.6,90,100,1.66
470,Shaoguan,CN,2022-12-07 21:06:55,24.8,113.5833,47.75,91,40,2.44
471,Marsh Harbour,BS,2022-12-07 21:05:50,26.5412,-77.0636,74.68,63,0,15.32
472,Mukhen,RU,2022-12-07 21:06:56,48.1,136.1,3.92,93,40,7.43
473,Fare,PF,2022-12-07 21:06:56,-16.7,-151.0167,80.8,72,100,19.77
474,Leninskoye,KZ,2022-12-07 21:06:57,41.7589,69.3864,25.32,93,100,1.16
475,Abu Dhabi,AE,2022-12-07 21:06:15,24.4667,54.3667,75.22,83,0,6.91
476,Honiara,SB,2022-12-07 21:06:57,-9.4333,159.95,81.54,80,90,2.28
477,Mocuba,MZ,2022-12-07 21:06:57,-16.8392,36.9856,73.89,96,100,2.86
478,Nelson Bay,AU,2022-12-07 21:06:58,-32.7167,152.15,71.01,69,15,13.0
479,Egvekinot,RU,2022-12-07 21:06:58,66.3167,-179.1667,-15.56,99,88,3.62
480,Ambanja,MG,2022-12-07 21:06:59,-13.6833,48.45,75.4,88,11,2.46
481,Pangobilian,PH,2022-12-07 21:06:59,8.8011,117.8594,78.6,86,92,10.02
482,Astana,KZ,2022-12-07 21:07:00,51.1801,71.446,-20.25,76,20,4.47
483,Quatre Cocos,MU,2022-12-07 21:07:00,-20.2078,57.7625,77.09,83,44,16.93
484,Geraldton,AU,2022-12-07 21:07:00,-28.7667,114.6,66.61,77,100,9.22
485,Shingu,JP,2022-12-07 21:07:01,33.7333,135.9833,43.81,73,0,6.08
486,Omboue,GA,2022-12-07 21:07:01,-1.5746,9.2618,76.93,84,100,2.28
487,Hamilton,US,2022-12-07 21:02:45,39.1834,-84.5333,52.23,93,100,3.44
488,Harper,LR,2022-12-07 21:07:02,4.375,-7.7169,78.35,84,22,5.7
489,Petropavlovsk-Kamchatskiy,RU,2022-12-07 21:03:35,53.0452,158.6483,16.39,93,75,6.71
490,Barentu,ER,2022-12-07 21:07:04,15.1139,37.5928,70.16,69,78,3.74
491,Lazaro Cardenas,MX,2022-12-07 21:07:05,17.9583,-102.2,83.48,62,0,9.04
492,Tilichiki,RU,2022-12-07 21:07:06,60.4667,166.1,3.2,96,100,8.12
493,Beringovskiy,RU,2022-12-07 21:07:07,63.05,179.3167,7.97,76,2,8.43
494,Raton,US,2022-12-07 21:07:08,36.9034,-104.4391,58.32,30,0,12.66
495,Lampang,TH,2022-12-07 21:07:11,18.3333,99.5,68.94,98,50,0.98
496,Mtambile,TZ,2022-12-07 21:07:11,-5.3833,39.7,78.85,81,2,7.63
497,Chengde,CN,2022-12-07 21:05:24,40.9725,117.9361,25.02,40,36,4.03
498,Balkhash,KZ,2022-12-07 21:07:13,46.844,74.9804,6.35,83,100,10.29
499,Paamiut,GL,2022-12-07 21:07:16,61.994,-49.6678,27.64,81,97,7.16
500,Komsomolskiy,UZ,2022-12-07 21:07:18,40.4272,71.7189,32.72,86,75,2.3
501,Dar Es Salaam,TZ,2022-12-07 21:07:20,-6.8235,39.2695,78.26,83,0,6.53
502,Alibag,IN,2022-12-07 21:07:21,18.6411,72.8792,78.87,68,87,5.12
503,Poum,NC,2022-12-07 21:07:22,-20.2333,164.0167,79.32,80,10,5.03
504,Corbelia,BR,2022-12-07 21:07:24,-24.7989,-53.3067,71.22,87,56,4.09
505,Zalantun,CN,2022-12-07 21:07:31,48.0,122.7167,1.99,89,5,4.65
506,Kungsbacka,SE,2022-12-07 21:07:31,57.4872,12.0761,21.74,71,2,2.04
507,Normandin,CA,2022-12-07 21:07:32,48.8333,-72.5321,35.91,98,100,6.42
508,San Vicente,AR,2022-12-07 21:07:01,-26.6167,-54.1333,82.02,55,74,2.06
509,Biak,ID,2022-12-07 21:07:33,-0.9131,122.8766,74.77,75,77,2.77
510,Kieta,PG,2022-12-07 21:07:33,-6.2167,155.6333,81.1,78,100,1.52
511,Embu,BR,2022-12-07 21:07:34,-23.6489,-46.8522,72.21,89,47,6.93
512,Umm Lajj,SA,2022-12-07 21:08:34,25.0213,37.2685,73.74,68,0,9.95
513,Banda Aceh,ID,2022-12-07 21:08:35,5.5577,95.3222,77.63,82,100,5.97
514,Saint-Louis,SN,2022-12-07 21:08:35,16.3333,-15.0,88.12,27,2,10.65
515,Pingyi,CN,2022-12-07 21:08:36,35.5006,117.6308,37.69,69,0,2.17
516,Port Hardy,CA,2022-12-07 21:08:27,50.6996,-127.4199,41.68,83,100,19.75
517,Grande Prairie,CA,2022-12-07 21:07:23,55.1667,-118.8027,28.22,83,46,4.23
518,Apac,UG,2022-12-07 21:08:36,1.9756,32.5386,68.92,79,87,3.06
519,Bom Jesus,BR,2022-12-07 21:08:37,-9.0744,-44.3586,81.68,64,53,5.93
520,Mount Isa,AU,2022-12-07 21:08:37,-20.7333,139.5,76.77,47,5,0.0
521,Japura,ID,2022-12-07 21:08:39,-0.3167,102.35,73.31,100,100,1.81
522,Kangaba,ML,2022-12-07 21:08:39,11.9333,-8.4167,80.94,21,0,5.73
523,San Luis,AR,2022-12-07 21:04:12,-33.295,-66.3356,98.62,18,72,14.88
524,Taltal,CL,2022-12-07 21:08:40,-25.4,-70.4833,68.18,70,70,4.21
525,Baoying,CN,2022-12-07 21:08:40,33.2292,119.3092,45.57,69,100,4.03
526,Bima,ID,2022-12-07 21:06:46,-8.4667,118.7167,76.08,91,100,2.84
527,Saint-Augustin,CA,2022-12-07 21:08:41,51.226,-58.6502,28.13,90,100,6.11
528,Gorontalo,ID,2022-12-07 21:08:41,0.5412,123.0595,75.18,88,99,2.35
529,Mundi,IN,2022-12-07 21:08:42,22.0667,76.5,58.32,41,33,7.36
530,Kamaishi,JP,2022-12-07 21:08:42,39.2667,141.8833,39.42,78,63,6.33
531,Fairbanks,US,2022-12-07 21:05:00,64.8378,-147.7164,17.56,88,75,0.0
532,Maun,BW,2022-12-07 21:08:43,-19.9833,23.4167,76.51,56,82,6.42
533,Tara,RU,2022-12-07 21:08:43,56.8944,74.371,-5.22,95,62,6.08
534,Itarantim,BR,2022-12-07 21:08:44,-15.6597,-40.0656,75.78,80,47,4.43
535,Bentiu,SS,2022-12-07 21:08:44,9.2333,29.8333,76.24,31,5,6.04
536,Bratsk,RU,2022-12-07 21:08:44,56.1325,101.6142,7.29,86,100,12.97
537,Yabassi,CM,2022-12-07 21:08:45,4.457,9.9682,76.06,94,100,0.76
538,Hervey Bay,AU,2022-12-07 21:08:45,-25.2986,152.8535,77.77,80,25,15.97
539,Igarka,RU,2022-12-07 21:08:46,67.4667,86.5833,11.37,95,100,9.35
540,Labuhan,ID,2022-12-07 21:08:46,-6.8844,112.2051,79.18,81,100,3.15
541,Jacqueville,CI,2022-12-07 21:08:46,5.2052,-4.4146,80.49,82,82,11.59
542,Wuwei,CN,2022-12-07 21:08:47,37.9281,102.6414,22.35,65,46,2.17
543,Ratangarh,IN,2022-12-07 21:08:47,28.0833,74.6,59.38,29,0,3.76
544,Lubango,AO,2022-12-07 21:06:46,-14.9172,13.4925,62.15,86,71,4.34
545,Nyagan,RU,2022-12-07 21:06:58,62.1406,65.3936,14.27,88,82,9.51
546,Broome,US,2022-12-07 21:08:48,42.2506,-75.833,55.02,91,100,8.05
547,Anori,BR,2022-12-07 21:08:48,-3.7728,-61.6442,84.58,66,100,1.63
548,Youkounkoun,GN,2022-12-07 21:08:49,12.5333,-13.1333,86.18,24,0,3.89
549,Kutum,SD,2022-12-07 21:08:49,14.2,24.6667,57.88,23,0,9.55
550,Umm Kaddadah,SD,2022-12-07 21:08:49,13.6017,26.6876,60.98,21,5,12.41
551,Yongan,CN,2022-12-07 21:08:50,39.6957,113.6871,22.66,37,3,2.73
552,Zambezi,ZM,2022-12-07 21:08:50,-13.5432,23.1047,66.02,78,7,1.97
553,Batagay,RU,2022-12-07 21:08:50,67.6333,134.6333,-28.46,97,100,2.28
554,Blackwater,AU,2022-12-07 21:08:51,-23.5833,148.8833,82.56,44,17,8.23
555,Pangnirtung,CA,2022-12-07 21:08:51,66.1451,-65.7125,0.95,81,100,9.55
556,Palmer,US,2022-12-07 21:08:52,42.1584,-72.3287,58.24,87,100,6.91
557,Bosobolo,CD,2022-12-07 21:08:52,4.1833,19.9,76.41,52,25,0.72
558,Puerto Madryn,AR,2022-12-07 21:09:53,-42.7692,-65.0385,79.61,28,85,27.6
559,Alice Springs,AU,2022-12-07 21:09:53,-23.7,133.8833,76.55,29,74,11.5
560,Teguise,ES,2022-12-07 21:09:54,29.0605,-13.564,68.22,78,20,9.22
561,Nabire,ID,2022-12-07 21:09:54,-3.3667,135.4833,76.17,83,100,3.0
562,Vestmanna,FO,2022-12-07 21:09:54,62.1564,-7.1664,32.92,69,75,21.85
563,Amahai,ID,2022-12-07 21:09:55,-3.3333,128.9167,77.5,82,96,3.0
564,Euclides Da Cunha,BR,2022-12-07 21:09:55,-10.5075,-39.0158,76.12,66,58,5.39
565,Chulumani,BO,2022-12-07 21:09:55,-16.4096,-67.5263,72.32,65,100,3.36
566,Hasaki,JP,2022-12-07 21:09:41,35.7333,140.8333,39.22,50,0,12.97
567,Kushima,JP,2022-12-07 21:09:56,31.4583,131.2333,38.03,69,0,4.03
568,Lahat,ID,2022-12-07 21:09:56,-3.8,103.5333,72.64,97,99,2.28
569,Yershov,RU,2022-12-07 21:09:57,51.3513,48.2766,10.33,81,2,7.7
570,Smithers,CA,2022-12-07 21:05:45,54.7804,-127.1743,28.87,92,100,2.19
571,Yeovil,GB,2022-12-07 21:09:57,50.9416,-2.6321,36.01,92,0,1.99
572,Harlingen,US,2022-12-07 21:06:30,26.1906,-97.6961,84.16,79,40,14.97
573,Wamba,NG,2022-12-07 21:09:58,8.9333,8.6,75.76,23,77,4.34
